"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 10 08:21:51 GMT 2023","Mon Apr 10 08:21:52 GMT 2023","749","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés hibás jelszó miatt.",""
"passed","Mon Apr 10 08:22:18 GMT 2023","Mon Apr 10 08:22:19 GMT 2023","750","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó email címének sikertelen megváltoztatatása már létező email cím miatt.",""
"passed","Mon Apr 10 08:21:39 GMT 2023","Mon Apr 10 08:21:41 GMT 2023","2446","test","test_automation","TestRegistration","","","Új felhasználó fiók sikeres létrehozása megfelelő adatok megadásával.",""
"passed","Mon Apr 10 08:21:49 GMT 2023","Mon Apr 10 08:21:50 GMT 2023","763","test","test_automation","TestLogin","","","Korábban még nem regisztrált felhasznói fiókkal történő sikertelen bejelentkezés.",""
"passed","Mon Apr 10 08:22:11 GMT 2023","Mon Apr 10 08:22:12 GMT 2023","1511","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó felhasználónevének sikeres megváltoztatatása.",""
"passed","Mon Apr 10 08:22:25 GMT 2023","Mon Apr 10 08:22:27 GMT 2023","2168","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználói fiók jelszavának sikeres megváltoztatása.",""
"passed","Mon Apr 10 08:21:53 GMT 2023","Mon Apr 10 08:21:54 GMT 2023","747","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikeres bejelentkezés.",""
"passed","Mon Apr 10 08:21:46 GMT 2023","Mon Apr 10 08:21:46 GMT 2023","195","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés jelszó mező üresen hagyása miatt.",""
"passed","Mon Apr 10 08:22:03 GMT 2023","Mon Apr 10 08:22:05 GMT 2023","1656","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó fiók profilképének sikeres megváltoztatatása.",""
"passed","Mon Apr 10 08:21:58 GMT 2023","Mon Apr 10 08:22:01 GMT 2023","2527","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó fiók profilképének sikertelen megváltoztatatása profilkép hivatkozásánaknem megadása miatt.",""
"passed","Mon Apr 10 08:21:45 GMT 2023","Mon Apr 10 08:21:45 GMT 2023","168","test","test_automation","TestPrivacyPolicy","","","Adatkezelési tájékoztató sikeres elfogadása.",""
"passed","Mon Apr 10 08:22:21 GMT 2023","Mon Apr 10 08:22:23 GMT 2023","1589","test","test_automation","TestEditProfile","","","Korábban már regisztrált felhasználói fiók bemutatkozásának sikeres módosítása.",""
"passed","Mon Apr 10 08:21:35 GMT 2023","Mon Apr 10 08:21:35 GMT 2023","745","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása hiányos email cím megadásával.",""
"passed","Mon Apr 10 08:22:37 GMT 2023","Mon Apr 10 08:23:26 GMT 2023","48498","test","test_automation","TestRepeatedInputFromSource","","","Sorozatos sikeres cikk hozzáadása article_data.csv fájlból",""
"passed","Mon Apr 10 08:21:42 GMT 2023","Mon Apr 10 08:21:43 GMT 2023","828","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása már regisztrált email cím megadásával.",""
"passed","Mon Apr 10 08:23:28 GMT 2023","Mon Apr 10 08:23:30 GMT 2023","1583","test","test_automation","TestNewArticle","","","Korábban már regisztrált felhasználói fiókkal új cikk sikeres létrehozása.",""
"passed","Mon Apr 10 08:22:28 GMT 2023","Mon Apr 10 08:22:36 GMT 2023","7604","test","test_automation","TestRepeatedInputFromSource","","","Sorozatos sikeres regisztráció user_data.csv fájlból",""
"passed","Mon Apr 10 08:21:56 GMT 2023","Mon Apr 10 08:21:56 GMT 2023","649","test","test_automation","TestLogout","","","Korábban létrehozott felhasználóval történő bejelentkezés után sikeres kijelentkezés végrehajtása.",""
"passed","Mon Apr 10 08:21:37 GMT 2023","Mon Apr 10 08:21:37 GMT 2023","753","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása hiányos jelszó megadásával.",""
"passed","Mon Apr 10 08:23:32 GMT 2023","Mon Apr 10 08:23:33 GMT 2023","1350","test","test_automation","TestNewArticle","","","Korábban már regisztrált felhasználói fiókkal új cikk sikertelen létrehozása cikk címének hiánya miatt.",""
"passed","Mon Apr 10 08:22:15 GMT 2023","Mon Apr 10 08:22:16 GMT 2023","1407","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó email címének sikertelen megváltoztatatásaemail cím mező üresen hagyása miatt.",""
"passed","Mon Apr 10 08:22:08 GMT 2023","Mon Apr 10 08:22:09 GMT 2023","1039","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó felhasználónevévek sikertelen megváltoztatatása név nem megadása miatt.",""
"passed","Mon Apr 10 08:21:48 GMT 2023","Mon Apr 10 08:21:48 GMT 2023","182","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés email cím mező üresen hagyása miatt.",""
"passed","Mon Apr 10 08:21:32 GMT 2023","Mon Apr 10 08:21:33 GMT 2023","795","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása hiányos felhasználónév megadásával.",""
