"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 02 18:53:01 GMT 2023","Sun Apr 02 18:53:02 GMT 2023","781","test","test_automation","TestSignUpPage","","","Új felhasználó fiók sikertelen létrehozása hiányos email cím megadásával.",""
"passed","Sun Apr 02 18:53:16 GMT 2023","Sun Apr 02 18:53:16 GMT 2023","301","test","test_automation","TestSignInPage","","","Korábban még nem regisztrált felhasznói fiókkal történő sikertelen bejelentkezés.",""
"passed","Sun Apr 02 18:53:17 GMT 2023","Sun Apr 02 18:53:18 GMT 2023","809","test","test_automation","TestSignInPage","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés hibás jelszó miatt.",""
"passed","Sun Apr 02 18:53:04 GMT 2023","Sun Apr 02 18:53:04 GMT 2023","799","test","test_automation","TestSignUpPage","","","Új felhasználó fiók sikertelen létrehozása hiányos jelszó megadásával.",""
"passed","Sun Apr 02 18:52:59 GMT 2023","Sun Apr 02 18:53:00 GMT 2023","820","test","test_automation","TestSignUpPage","","","Új felhasználó fiók sikertelen létrehozása hiányos felhasználónév megadásával.",""
"passed","Sun Apr 02 18:53:14 GMT 2023","Sun Apr 02 18:53:15 GMT 2023","216","test","test_automation","TestSignInPage","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés email cím mező üresen hagyása miatt.",""
"passed","Sun Apr 02 18:53:12 GMT 2023","Sun Apr 02 18:53:12 GMT 2023","60","test","test_automation","TestHomePage","","","Adatkezelési tájékoztató sikeres elfogadása.",""
"passed","Sun Apr 02 18:53:19 GMT 2023","Sun Apr 02 18:53:20 GMT 2023","846","test","test_automation","TestSignInPage","","","Korábban regisztrált felhasznói fiókkal történő sikeres bejelentkezés.",""
"passed","Sun Apr 02 18:53:13 GMT 2023","Sun Apr 02 18:53:13 GMT 2023","237","test","test_automation","TestSignInPage","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés jelszó mező üresen hagyása miatt.",""
"passed","Sun Apr 02 18:53:09 GMT 2023","Sun Apr 02 18:53:10 GMT 2023","873","test","test_automation","TestSignUpPage","","","Új felhasználó fiók sikertelen létrehozása már regisztrált email cím megadásával.",""
"passed","Sun Apr 02 18:53:06 GMT 2023","Sun Apr 02 18:53:08 GMT 2023","2522","test","test_automation","TestSignUpPage","","","Új felhasználó fiók sikeres létrehozása megfelelő adatok megadásával.",""
