"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 15:59:00 GMT 2023","Sun Apr 16 15:59:00 GMT 2023","293","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés jelszó mező üresen hagyása miatt.",""
"passed","Sun Apr 16 15:59:33 GMT 2023","Sun Apr 16 15:59:35 GMT 2023","2030","test","test_automation","TestEditProfile","","","Korábban már regisztrált felhasználói fiók bemutatkozásának sikeres módosítása.",""
"passed","Sun Apr 16 15:59:06 GMT 2023","Sun Apr 16 15:59:07 GMT 2023","861","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikeres bejelentkezés.",""
"passed","Sun Apr 16 16:01:12 GMT 2023","Sun Apr 16 16:01:26 GMT 2023","13463","test","test_automation","TestListAndSaveData","","","Globális hírfolyam cikk címeinek mentése saved_data.tsv fájlba",""
"passed","Sun Apr 16 15:59:30 GMT 2023","Sun Apr 16 15:59:31 GMT 2023","774","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó email címének sikertelen megváltoztatatása már létező email cím miatt.",""
"passed","Sun Apr 16 15:59:09 GMT 2023","Sun Apr 16 15:59:09 GMT 2023","624","test","test_automation","TestLogout","","","Korábban létrehozott felhasználóval történő bejelentkezés után sikeres kijelentkezés végrehajtása.",""
"passed","Sun Apr 16 15:59:04 GMT 2023","Sun Apr 16 15:59:05 GMT 2023","880","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés hibás jelszó miatt.",""
"broken","Sun Apr 16 16:00:54 GMT 2023","Sun Apr 16 16:00:55 GMT 2023","694","test","test_automation","TestWriteAndDeleteArticle","","","Korábban létrehozott cikk sikeres törlése.",""
"passed","Sun Apr 16 15:59:11 GMT 2023","Sun Apr 16 15:59:13 GMT 2023","2005","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó fiók profilképének sikertelen megváltoztatatása profilkép hivatkozásának nem megadása miatt.",""
"passed","Sun Apr 16 15:58:39 GMT 2023","Sun Apr 16 15:58:40 GMT 2023","856","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása hiányos email cím megadásával.",""
"passed","Sun Apr 16 15:58:46 GMT 2023","Sun Apr 16 15:58:47 GMT 2023","986","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása már regisztrált email cím megadásával.",""
"passed","Sun Apr 16 15:58:36 GMT 2023","Sun Apr 16 15:58:38 GMT 2023","1312","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása hiányos felhasználónév megadásával.",""
"passed","Sun Apr 16 15:59:16 GMT 2023","Sun Apr 16 15:59:17 GMT 2023","1603","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó fiók profilképének sikeres megváltoztatatása.",""
"passed","Sun Apr 16 16:00:46 GMT 2023","Sun Apr 16 16:00:48 GMT 2023","2084","test","test_automation","TestWriteAndDeleteArticle","","","Korábban már regisztrált felhasználói fiókkal új cikk sikeres létrehozása.",""
"passed","Sun Apr 16 15:59:01 GMT 2023","Sun Apr 16 15:59:02 GMT 2023","266","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés email cím mező üresen hagyása miatt.",""
"passed","Sun Apr 16 15:58:48 GMT 2023","Sun Apr 16 15:58:59 GMT 2023","10398","test","test_automation","TestPrivacyPolicy","","","Adatkezelési tájékoztató sikeres elfogadása.",""
"passed","Sun Apr 16 15:59:03 GMT 2023","Sun Apr 16 15:59:03 GMT 2023","893","test","test_automation","TestLogin","","","Korábban még nem regisztrált felhasznói fiókkal történő sikertelen bejelentkezés.",""
"passed","Sun Apr 16 15:59:20 GMT 2023","Sun Apr 16 15:59:21 GMT 2023","966","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó felhasználónevévek sikertelen megváltoztatatása név nem megadása miatt.",""
"passed","Sun Apr 16 15:58:43 GMT 2023","Sun Apr 16 15:58:45 GMT 2023","2631","test","test_automation","TestRegistration","","","Új felhasználó fiók sikeres létrehozása megfelelő adatok megadásával.",""
"passed","Sun Apr 16 16:00:56 GMT 2023","Sun Apr 16 16:00:57 GMT 2023","731","test","test_automation","TestListAndSaveData","","","Népszerű címkék sikeres listázása címkefelhőből",""
"passed","Sun Apr 16 15:59:23 GMT 2023","Sun Apr 16 15:59:24 GMT 2023","1162","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó felhasználónevének sikeres megváltoztatatása.",""
"passed","Sun Apr 16 15:59:37 GMT 2023","Sun Apr 16 15:59:39 GMT 2023","2305","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználói fiók jelszavának sikeres megváltoztatása.",""
"passed","Sun Apr 16 15:59:49 GMT 2023","Sun Apr 16 16:00:44 GMT 2023","54687","test","test_automation","TestRepeatedInputFromSource","","","Sorozatos sikeres cikk hozzáadása article_data.tsv fájlból",""
"passed","Sun Apr 16 16:00:50 GMT 2023","Sun Apr 16 16:00:52 GMT 2023","1914","test","test_automation","TestWriteAndDeleteArticle","","","Korábban már regisztrált felhasználói fiókkal új cikk sikertelen létrehozása cikk címének hiánya miatt.",""
"passed","Sun Apr 16 15:58:41 GMT 2023","Sun Apr 16 15:58:42 GMT 2023","876","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása hiányos jelszó megadásával.",""
"passed","Sun Apr 16 15:59:40 GMT 2023","Sun Apr 16 15:59:48 GMT 2023","8270","test","test_automation","TestRepeatedInputFromSource","","","Sorozatos sikeres regisztráció user_data.csv fájlból",""
"passed","Sun Apr 16 16:00:59 GMT 2023","Sun Apr 16 16:01:11 GMT 2023","12353","test","test_automation","TestListAndSaveData","","","Felhasználó saját cikkjeinek sikeres bejárása",""
"passed","Sun Apr 16 15:59:26 GMT 2023","Sun Apr 16 15:59:27 GMT 2023","1231","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó email címének sikertelen megváltoztatatásaemail cím mező üresen hagyása miatt.",""
